loan_status,int_rate,purpose,addr_state,funded_amnt,installment,emp_length,annual_inc,last_pymnt_amnt,num_actv_rev_tl,num_sats,avg_cur_bal
Late (31-120 days),27.27%,debt_consolidation,CA,25000,1024.26,10+ years,90000.0,0.0,6,7,7086.0
Fully Paid,6.46%,small_business,TX,12000,367.57,< 1 year,45000.0,12036.61,3,12,4255.0
Fully Paid,16.14%,debt_consolidation,LA,12000,422.72,< 1 year,262000.0,73.36,9,15,15186.0
Fully Paid,7.02%,home_improvement,CA,10600,327.4,,90849.0,10631.01,1,5,11069.0
Fully Paid,8.81%,home_improvement,MD,5000,158.56,,51554.0,5004.11,5,9,31868.0
Fully Paid,7.56%,debt_consolidation,GA,3025,94.18,7 years,60000.0,3057.07,4,15,3929.0
Late (31-120 days),19.92%,debt_consolidation,CA,35000,925.73,7 years,60000.0,925.73,2,9,6315.0
Fully Paid,10.33%,debt_consolidation,NC,15850,339.35,10+ years,95893.0,16008.89,5,12,53573.0
Fully Paid,11.80%,debt_consolidation,TX,9600,317.95,< 1 year,95000.0,5186.1,4,10,19154.0
Fully Paid,14.47%,credit_card,VA,20000,688.13,4 years,193500.0,19340.49,4,11,6331.0
Fully Paid,6.46%,moving,TX,10000,306.31,< 1 year,39000.0,607.45,0,9,3377.0
Fully Paid,8.19%,credit_card,MD,5400,169.7,1 year,55000.0,20.47,4,11,17456.0
Fully Paid,10.33%,debt_consolidation,PA,2900,94.03,5 years,51000.0,2902.75,1,4,1131.0
Fully Paid,16.91%,debt_consolidation,AZ,20000,496.09,,75000.0,20031.57,4,8,2295.0
Fully Paid,11.31%,home_improvement,FL,2000,65.78,,30000.0,2031.74,4,12,799.0
Late (31-120 days),12.98%,debt_consolidation,GA,15000,505.27,1 year,45000.0,505.27,7,12,1403.0
Late (31-120 days),10.33%,other,CA,20000,648.45,1 year,155000.0,648.45,1,3,3830.0
Fully Paid,11.31%,medical,IN,4000,131.55,8 years,68000.0,4004.22,2,11,14789.0
Charged Off,15.02%,debt_consolidation,TX,11600,402.24,3 years,47240.0,402.24,4,7,2347.0
Late (31-120 days),10.33%,debt_consolidation,NY,3000,97.27,3 years,51000.0,97.27,2,8,8527.0
Late (31-120 days),16.14%,debt_consolidation,CA,14400,351.26,< 1 year,96000.0,351.26,2,8,283.0
Late (31-120 days),17.97%,credit_card,CA,7200,260.19,,46000.0,260.19,13,21,2075.0
Fully Paid,10.33%,debt_consolidation,VA,24000,778.14,10+ years,105000.0,24165.28,4,14,5977.0
Fully Paid,16.14%,debt_consolidation,CA,35000,853.74,3 years,180000.0,34719.59,9,19,25901.0
Fully Paid,19.92%,debt_consolidation,NY,30000,793.49,10+ years,129000.0,30444.15,8,11,40615.0
Fully Paid,11.80%,credit_card,OR,6000,198.72,4 years,28000.0,5815.64,4,11,2109.0
Fully Paid,10.33%,credit_card,IL,10000,324.23,5 years,65000.0,10009.64,1,2,10474.0
Fully Paid,18.94%,debt_consolidation,TN,5000,183.13,10+ years,32000.0,5025.98,8,11,2233.0
Fully Paid,19.92%,debt_consolidation,UT,12000,445.48,7 years,60000.0,149.59,3,8,33927.0
Fully Paid,12.98%,major_purchase,OH,13000,437.9,4 years,85000.0,12610.53,4,10,21000.0
Fully Paid,18.94%,other,CO,4800,175.81,4 years,30000.0,4912.85,2,10,5602.0
Fully Paid,7.02%,debt_consolidation,AR,20000,617.73,10+ years,59000.0,20117.64,4,6,25270.0
Fully Paid,11.80%,credit_card,OH,5500,182.16,< 1 year,44000.0,5474.58,3,7,25494.0
Late (31-120 days),14.47%,credit_card,NY,9000,309.66,9 years,70000.0,309.66,5,7,9077.0
Fully Paid,13.56%,debt_consolidation,CA,5000,169.83,6 years,285000.0,5.51,4,6,14676.0
Fully Paid,15.02%,other,VT,25000,866.88,10+ years,99000.0,24991.19,3,18,16090.0
Fully Paid,10.72%,other,FL,12000,391.28,10+ years,185000.0,12159.53,6,16,22744.0
Fully Paid,6.46%,credit_card,VA,14000,428.84,8 years,85000.0,13381.27,4,5,2665.0
Late (31-120 days),11.31%,credit_card,TX,13000,427.52,10+ years,108000.0,427.52,11,23,10294.0
Fully Paid,19.92%,debt_consolidation,PA,20000,528.99,3 years,50000.0,20037.18,6,10,5078.0
Fully Paid,13.56%,debt_consolidation,NJ,10000,339.65,< 1 year,60000.0,9966.47,3,11,13424.0
Charged Off,11.80%,debt_consolidation,CA,10000,331.19,,28286.04,331.19,3,3,5558.0
Fully Paid,17.97%,debt_consolidation,SC,10000,361.38,< 1 year,135000.0,166.5,5,11,16556.0
Late (31-120 days),18.94%,credit_card,FL,10000,366.26,,23916.0,366.26,1,6,842.0
Fully Paid,11.80%,debt_consolidation,CA,13000,287.87,1 year,56000.0,12868.66,6,15,2205.0
Fully Paid,8.19%,credit_card,TX,20000,628.49,6 years,60000.0,19766.59,5,20,3330.0
Fully Paid,6.46%,debt_consolidation,MA,15000,459.47,10+ years,58704.0,14748.54,4,7,1526.0
Late (31-120 days),26.31%,credit_card,IL,10000,301.25,4 years,65000.0,301.25,8,12,4660.0
Fully Paid,15.02%,home_improvement,IL,6000,208.06,10+ years,70000.0,5.08,3,6,1872.0
Fully Paid,7.56%,home_improvement,OH,8000,249.08,5 years,75000.0,8008.9,2,12,12499.0
Late (31-120 days),18.94%,debt_consolidation,CA,14400,373.07,< 1 year,91000.0,373.07,2,5,60.0
Fully Paid,8.81%,debt_consolidation,TX,17450,553.37,2 years,68200.0,15251.6,3,11,10303.0
Fully Paid,14.47%,debt_consolidation,MO,6000,206.44,3 years,155000.0,6012.93,6,17,14150.0
Fully Paid,13.56%,debt_consolidation,NC,20000,460.82,1 year,102000.0,20040.38,4,13,26999.0
Fully Paid,12.98%,debt_consolidation,CA,16000,538.95,3 years,51288.0,16030.92,7,19,2906.0
Late (31-120 days),17.97%,moving,IL,3000,108.42,,9492.0,108.42,0,4,792.0
Fully Paid,11.80%,debt_consolidation,CA,13000,287.87,< 1 year,85000.0,12909.45,4,11,35472.0
Late (16-30 days),12.98%,home_improvement,NY,20000,673.69,4 years,100000.0,673.69,4,9,20707.0
Fully Paid,8.19%,debt_consolidation,MI,3000,94.28,7 years,38500.0,3003.66,7,10,1633.0
Fully Paid,15.02%,credit_card,IL,25000,866.88,10+ years,49000.0,25208.61,13,32,2012.0
Fully Paid,10.33%,other,MI,4000,129.69,10+ years,129000.0,3954.75,4,10,17811.0
Fully Paid,8.19%,debt_consolidation,TN,27800,873.59,10+ years,100000.0,26760.21,18,33,11989.0
Late (31-120 days),27.27%,debt_consolidation,FL,20000,613.94,2 years,42000.0,613.94,1,3,1.0
Fully Paid,8.81%,credit_card,OH,23000,729.37,4 years,72000.0,22652.41,4,10,10495.0
Fully Paid,12.98%,car,IL,24000,545.83,10+ years,95000.0,24046.38,6,10,4200.0
Fully Paid,13.56%,credit_card,OK,30000,1018.93,< 1 year,70000.0,28283.54,3,3,11547.0
Fully Paid,8.19%,debt_consolidation,CT,7000,219.97,10+ years,83667.0,7043.0,2,4,64751.0
Fully Paid,8.19%,home_improvement,CA,8075,253.75,< 1 year,125000.0,7949.33,8,13,39164.0
Fully Paid,8.81%,credit_card,FL,7000,221.98,8 years,80700.0,6920.28,2,29,8567.0
Fully Paid,10.72%,debt_consolidation,AL,4400,143.47,5 years,75000.0,4439.31,1,8,32563.0
Fully Paid,18.94%,credit_card,OH,7250,265.54,3 years,28000.0,7420.45,3,16,1496.0
Fully Paid,12.98%,vacation,MO,5000,168.43,10+ years,88000.0,4957.42,3,7,26458.0
Fully Paid,13.56%,credit_card,CA,25000,576.02,< 1 year,55000.0,25050.47,2,4,201.0
Fully Paid,16.91%,home_improvement,WA,10000,356.08,10+ years,72000.0,9940.7,3,6,6016.0
Fully Paid,13.56%,debt_consolidation,GA,4000,135.86,1 year,65000.0,963.76,2,12,5082.0
Late (31-120 days),8.19%,debt_consolidation,FL,6400,201.12,,37818.0,410.77,8,16,9434.0
Fully Paid,12.98%,credit_card,IL,13000,437.9,10+ years,101000.0,12242.42,9,13,11783.0
Fully Paid,11.31%,debt_consolidation,FL,4400,144.7,2 years,35000.0,4255.2,2,7,3383.0
Fully Paid,20.89%,home_improvement,ME,1200,45.15,3 years,38500.0,1222.94,4,11,9975.0
Fully Paid,6.46%,home_improvement,CO,40000,1225.24,,0.0,38212.34,2,8,33155.0
Fully Paid,12.98%,home_improvement,FL,13000,295.66,1 year,86000.0,12920.35,1,14,2756.0
Fully Paid,17.97%,credit_card,MA,13600,345.13,7 years,65424.0,13681.46,4,9,2330.0
Fully Paid,8.81%,debt_consolidation,OK,7200,228.33,1 year,40000.0,7209.34,4,13,2591.0
Fully Paid,13.56%,debt_consolidation,TX,40000,921.64,10+ years,158000.0,39511.27,4,7,108.0
Fully Paid,7.56%,other,IL,2650,82.51,10+ years,90000.0,1227.13,5,12,11104.0
Fully Paid,11.31%,debt_consolidation,MN,4000,131.55,,30000.0,415.29,6,9,270.0
Fully Paid,17.97%,debt_consolidation,FL,12000,433.65,7 years,48000.0,12032.11,0,5,5907.0
Fully Paid,12.98%,other,TX,35950,1210.96,1 year,115000.0,35878.84,9,18,12348.0
Late (31-120 days),11.80%,other,VA,40000,1324.76,< 1 year,120000.0,0.0,3,12,12732.0
Late (31-120 days),16.14%,credit_card,AZ,15000,528.4,< 1 year,186400.0,528.4,7,12,40255.0
In Grace Period,13.56%,debt_consolidation,TX,20000,679.29,5 years,88000.0,679.29,7,18,9210.0
Fully Paid,23.40%,debt_consolidation,TX,8400,326.92,< 1 year,50000.0,8681.59,7,17,20843.0
In Grace Period,23.40%,home_improvement,MD,35850,1395.23,9 years,150000.0,1395.23,6,23,5335.0
Fully Paid,25.34%,house,FL,40000,1182.04,10+ years,54000.0,40153.1,4,7,18599.0
Late (31-120 days),8.81%,debt_consolidation,CA,16000,507.39,3 years,98000.0,507.39,3,15,2333.0
Fully Paid,16.91%,debt_consolidation,PA,30000,1068.24,2 years,210000.0,30422.75,10,18,5062.0
Fully Paid,16.14%,debt_consolidation,VA,8000,281.81,1 year,65000.0,7941.41,3,15,3266.0
Fully Paid,13.56%,debt_consolidation,VT,9000,305.68,9 years,57000.0,72.61,3,9,24812.0
Fully Paid,23.40%,debt_consolidation,TX,5600,217.95,3 years,72000.0,5741.96,5,16,3361.0
Fully Paid,16.14%,debt_consolidation,OH,16000,390.29,6 years,60000.0,16193.68,14,24,8589.0
In Grace Period,19.92%,debt_consolidation,TN,16500,612.53,3 years,55000.0,612.53,3,13,2462.0
Fully Paid,17.97%,debt_consolidation,CA,24000,867.3,3 years,128000.0,24371.13,2,9,4108.0
Fully Paid,10.72%,debt_consolidation,CA,40000,864.13,10+ years,112235.0,39375.93,2,13,6971.0
Fully Paid,17.97%,debt_consolidation,MI,30000,761.32,,67200.0,30568.71,8,15,4780.0
In Grace Period,12.98%,debt_consolidation,VA,12000,404.22,< 1 year,50177.0,424.43,6,10,3379.0
Late (31-120 days),25.34%,debt_consolidation,MA,20000,591.02,,30000.0,591.02,2,5,8267.0
In Grace Period,16.91%,debt_consolidation,MO,12000,297.66,10+ years,35000.0,297.66,4,8,14254.0
Fully Paid,17.97%,debt_consolidation,UT,2600,93.96,10+ years,102000.0,2656.01,6,13,9954.0
Fully Paid,14.47%,debt_consolidation,VA,6000,206.44,10+ years,35000.0,5817.28,9,10,2187.0
Fully Paid,10.72%,credit_card,TX,3000,97.82,,23300.0,3027.69,6,23,126.0
Fully Paid,16.91%,debt_consolidation,NY,24000,595.31,2 years,75000.0,24060.43,6,14,9138.0
Fully Paid,14.47%,debt_consolidation,CA,10000,344.07,10+ years,85000.0,9971.17,5,14,8186.0
Fully Paid,19.92%,credit_card,FL,8000,296.99,4 years,100000.0,8023.73,5,26,10582.0
Fully Paid,16.14%,debt_consolidation,WI,12000,422.72,5 years,61000.0,11708.55,1,5,7770.0
Fully Paid,12.98%,credit_card,KY,2250,75.79,6 years,65000.0,2170.51,1,13,34412.0
Fully Paid,18.94%,major_purchase,SC,13000,476.14,10+ years,72500.0,13136.79,6,23,14652.0
Fully Paid,17.97%,debt_consolidation,WA,2500,90.35,< 1 year,75000.0,2511.21,8,9,2018.0
Late (31-120 days),17.97%,debt_consolidation,NY,25000,634.43,3 years,46000.0,634.43,3,7,2733.0
Fully Paid,11.31%,vacation,CA,4000,131.55,10+ years,70000.0,4065.93,0,8,3723.0
Fully Paid,10.72%,debt_consolidation,NY,5400,176.08,10+ years,34484.0,1045.38,2,4,36509.0
In Grace Period,18.94%,debt_consolidation,CA,20000,518.16,10+ years,65000.0,544.07,9,18,39487.0
Fully Paid,20.89%,home_improvement,MI,8600,323.53,8 years,115000.0,25.44,6,8,111357.0
Charged Off,10.33%,debt_consolidation,NV,7500,243.17,10+ years,70000.0,0.0,5,10,20260.0
Fully Paid,12.98%,credit_card,TX,5000,168.43,,35000.0,4872.34,4,6,1768.0
In Grace Period,27.27%,other,OR,10000,409.71,6 years,116000.0,409.71,3,7,38255.0
Late (31-120 days),16.91%,other,VA,35000,1246.28,< 1 year,120000.0,1246.28,7,10,50081.0
Fully Paid,7.56%,debt_consolidation,WA,20000,622.68,8 years,60000.0,19713.99,2,8,31053.0
Fully Paid,7.56%,debt_consolidation,UT,2400,74.73,1 year,27000.0,2422.65,2,9,17729.0
Fully Paid,12.98%,debt_consolidation,MI,5000,168.43,4 years,48700.0,5032.45,2,15,4950.0
Fully Paid,10.72%,car,AZ,4900,159.78,10+ years,80000.0,4737.09,3,5,46495.0
In Grace Period,12.98%,debt_consolidation,NJ,15500,522.11,10+ years,55000.0,522.11,9,19,4919.0
Fully Paid,16.14%,home_improvement,MN,10000,352.27,2 years,75000.0,9786.42,2,11,7411.0
Late (31-120 days),12.98%,debt_consolidation,CA,6225,209.69,4 years,110000.0,209.69,2,3,1487.0
Late (31-120 days),11.80%,debt_consolidation,NY,40000,885.75,3 years,67431.0,0.0,4,5,986.0
Fully Paid,13.56%,debt_consolidation,CA,18000,611.36,10+ years,65000.0,18229.91,4,8,7268.0
Fully Paid,10.33%,debt_consolidation,CA,15925,516.33,< 1 year,34670.0,15374.35,13,29,8130.0
Fully Paid,17.97%,debt_consolidation,OH,18500,668.55,2 years,73000.0,18547.84,8,13,1184.0
Fully Paid,18.94%,debt_consolidation,CA,1600,58.61,10+ years,95000.0,1606.73,10,18,20862.0
Fully Paid,16.14%,debt_consolidation,WA,4000,140.91,1 year,61000.0,4073.1,6,18,14264.0
Late (31-120 days),11.31%,credit_card,CA,35000,1151.01,< 1 year,100000.0,0.0,8,11,4097.0
Fully Paid,27.27%,debt_consolidation,FL,30000,920.91,3 years,55000.0,30674.72,8,17,1330.0
In Grace Period,18.94%,debt_consolidation,CA,25000,915.65,7 years,100000.0,915.65,4,13,54444.0
Fully Paid,11.80%,credit_card,FL,10000,331.19,< 1 year,60000.0,9631.82,14,24,4311.0
Fully Paid,11.31%,debt_consolidation,AZ,16000,526.18,,86000.0,15858.1,5,22,1820.0
Fully Paid,15.02%,medical,NY,2400,83.23,3 years,38000.0,2405.43,4,7,1077.0
In Grace Period,22.35%,home_improvement,CA,20000,556.37,10+ years,104000.0,556.37,22,25,12653.0
In Grace Period,15.02%,debt_consolidation,TX,34000,809.22,3 years,290000.0,809.22,7,16,79024.0
Fully Paid,15.02%,debt_consolidation,FL,15000,357.01,10+ years,96000.0,15169.48,4,8,44557.0
In Grace Period,16.14%,home_improvement,NM,5000,176.14,10+ years,42000.0,176.14,1,4,1784.0
Fully Paid,12.98%,debt_consolidation,FL,10000,336.85,3 years,28000.0,10050.84,3,5,2232.0
Fully Paid,19.92%,credit_card,RI,30000,793.49,7 years,125000.0,29710.58,7,11,20950.0
Fully Paid,11.80%,debt_consolidation,PA,3000,99.36,9 years,26000.0,3021.63,1,4,990.0
Fully Paid,13.56%,medical,AL,10000,339.65,,36000.0,10056.5,1,5,3904.0
In Grace Period,15.02%,car,MI,10000,238.01,10+ years,65000.0,238.01,3,7,15213.0
In Grace Period,18.94%,debt_consolidation,MI,15000,388.62,10+ years,42500.0,388.62,8,12,13467.0
Fully Paid,8.19%,debt_consolidation,TX,12000,377.09,,135000.0,11556.22,1,5,56520.0
Fully Paid,11.80%,credit_card,LA,40000,1324.76,10+ years,130000.0,39765.19,9,14,6641.0
In Grace Period,10.33%,debt_consolidation,AZ,27500,891.62,,85000.0,891.62,5,12,9215.0
Fully Paid,10.33%,debt_consolidation,KY,1000,32.43,,17442.0,1013.09,2,8,475.0
Fully Paid,12.98%,debt_consolidation,MN,3600,121.27,2 years,110000.0,3642.74,2,8,174501.0
Fully Paid,8.81%,debt_consolidation,KS,5700,180.76,3 years,33000.0,5707.06,1,21,3191.0
Fully Paid,16.14%,debt_consolidation,FL,20000,487.86,6 years,60000.0,20464.99,13,30,3524.0
Fully Paid,12.98%,home_improvement,CA,12000,404.22,< 1 year,54000.0,12227.04,2,4,1421.0
Late (31-120 days),10.72%,debt_consolidation,TX,36000,1173.83,4 years,68845.0,0.0,3,7,2461.0
In Grace Period,16.14%,debt_consolidation,CA,9000,317.04,< 1 year,60000.0,317.04,9,17,1420.0
In Grace Period,25.34%,debt_consolidation,TX,25000,738.78,10+ years,46000.0,738.78,7,12,7882.0
Fully Paid,22.35%,home_improvement,TX,20000,556.37,6 years,65000.0,20187.51,13,20,8408.0
Late (31-120 days),19.92%,debt_consolidation,NY,5000,185.62,,85000.0,371.24,5,6,3854.0
Fully Paid,20.89%,home_improvement,VA,18000,485.85,10+ years,80000.0,44.51,5,12,22864.0
Fully Paid,16.14%,credit_card,CO,3000,105.68,< 1 year,23880.0,448.73,2,4,2714.0
In Grace Period,18.94%,debt_consolidation,CT,1000,36.63,,25000.0,36.63,3,6,1308.0
Fully Paid,15.02%,other,NY,20000,693.51,10+ years,92000.0,95.67,6,22,16370.0
In Grace Period,27.27%,medical,TX,1000,40.98,< 1 year,32000.0,81.96,0,3,6480.0
Late (16-30 days),26.31%,credit_card,FL,10000,301.25,,24888.0,409.98,7,8,3253.0
Late (31-120 days),12.98%,credit_card,NY,7000,235.8,< 1 year,45000.0,235.8,8,13,1326.0
Fully Paid,7.02%,other,MD,10000,308.87,6 years,80000.0,9840.1,2,11,4612.0
Fully Paid,6.46%,credit_card,NH,15000,459.47,10+ years,153000.0,15013.82,11,15,7994.0
Fully Paid,13.56%,debt_consolidation,TX,10000,339.65,2 years,50000.0,10020.19,3,9,7443.0
Fully Paid,23.40%,debt_consolidation,VA,2200,85.63,< 1 year,34320.0,2173.84,3,4,628.0
Late (31-120 days),11.80%,debt_consolidation,AR,20000,662.38,10+ years,236000.0,662.38,25,27,3887.0
Fully Paid,27.27%,home_improvement,DC,1250,51.22,10+ years,126962.0,1248.19,1,3,79786.0
Fully Paid,22.35%,debt_consolidation,TN,20000,556.37,10+ years,144000.0,20308.19,5,9,1764.0
Fully Paid,23.40%,debt_consolidation,WI,1125,43.79,,19000.0,1154.11,2,6,1099.0
Fully Paid,12.98%,credit_card,NY,12000,404.22,8 years,67000.0,7513.75,3,6,1420.0
Fully Paid,11.31%,small_business,CA,4000,131.55,10+ years,103000.0,3974.1,6,17,25686.0
Fully Paid,7.02%,other,FL,9800,302.69,10+ years,52000.0,9626.87,1,6,16175.0
Fully Paid,16.14%,debt_consolidation,ME,18000,634.08,5 years,60000.0,236.83,3,5,4640.0
Fully Paid,8.81%,debt_consolidation,MD,14000,443.96,1 year,80000.0,14162.95,4,16,5388.0
In Grace Period,11.31%,credit_card,CO,12000,394.63,1 year,120000.0,794.63,1,5,72112.0
In Grace Period,13.56%,debt_consolidation,NC,16000,368.66,10+ years,70000.0,368.66,2,6,56193.0
Fully Paid,23.40%,debt_consolidation,CA,29350,1142.26,7 years,85000.0,28766.84,6,13,5260.0
Fully Paid,15.02%,credit_card,PA,20000,476.01,10+ years,110000.0,20044.73,23,26,8242.0
Fully Paid,15.02%,debt_consolidation,FL,40000,952.02,,0.0,40896.68,12,17,2514.0
Fully Paid,13.56%,debt_consolidation,AR,12000,276.49,6 years,72000.0,12207.07,4,21,15035.0
Late (31-120 days),8.19%,small_business,CA,12000,377.09,< 1 year,200000.0,377.09,5,15,7475.0
In Grace Period,8.81%,small_business,SC,5000,158.56,10+ years,60000.0,158.56,3,8,6164.0
In Grace Period,19.92%,other,TX,14000,519.72,< 1 year,58000.0,1065.43,6,13,3328.0
Fully Paid,16.14%,debt_consolidation,OH,5275,185.82,3 years,30000.0,5287.68,4,9,18970.0
Late (31-120 days),20.89%,credit_card,PA,17500,658.33,2 years,95000.0,658.33,4,8,15451.0
Fully Paid,17.97%,debt_consolidation,NV,25000,903.44,10+ years,64740.0,25594.25,3,12,25536.0
Fully Paid,8.81%,debt_consolidation,NY,10500,332.97,1 year,200000.0,10528.27,2,11,18835.0
Fully Paid,13.56%,debt_consolidation,CA,30000,691.23,< 1 year,323600.0,30305.1,5,9,50889.0
Fully Paid,16.91%,credit_card,LA,40000,1424.32,< 1 year,40000.0,39960.51,7,12,48621.0
Charged Off,12.98%,credit_card,FL,12000,404.22,7 years,38000.0,404.22,3,10,5442.0
Late (31-120 days),15.02%,debt_consolidation,NJ,12000,416.11,10+ years,58500.0,416.11,4,7,9433.0
Fully Paid,12.98%,debt_consolidation,AZ,14000,471.59,3 years,75741.0,13871.15,7,10,22170.0
Fully Paid,26.31%,debt_consolidation,WA,22800,686.84,10+ years,210000.0,23256.32,3,10,37568.0
Late (31-120 days),18.94%,debt_consolidation,NY,16000,586.02,< 1 year,275000.0,1201.34,15,15,10828.0
Fully Paid,6.46%,debt_consolidation,UT,12000,367.57,10+ years,90000.0,12119.17,4,8,2967.0
Fully Paid,7.02%,home_improvement,MN,10000,308.87,10+ years,70000.0,9578.59,4,12,4265.0
Fully Paid,11.31%,credit_card,ND,12000,394.63,< 1 year,74700.0,632.23,1,12,17683.0
In Grace Period,11.80%,credit_card,NJ,3000,99.36,,55000.0,99.36,3,5,11960.0
Fully Paid,12.98%,debt_consolidation,NJ,37350,1258.11,,0.0,36130.76,2,3,8970.0
Fully Paid,8.81%,debt_consolidation,GA,38000,785.32,1 year,130000.0,37272.98,2,4,98931.0
In Grace Period,14.47%,credit_card,CT,10000,344.07,1 year,30000.0,344.07,4,6,754.0
In Grace Period,14.47%,credit_card,CA,35000,822.95,< 1 year,95000.0,822.95,3,3,6733.0
In Grace Period,13.56%,debt_consolidation,FL,30000,691.23,,80000.0,691.23,9,19,34487.0
In Grace Period,6.46%,credit_card,GA,4000,122.53,,37500.0,122.53,3,11,3294.0
Fully Paid,12.98%,credit_card,TX,12500,421.06,10+ years,110000.0,12626.19,6,11,25626.0
Fully Paid,20.89%,major_purchase,CA,3000,112.86,1 year,20000.0,3009.33,4,24,2344.0
Fully Paid,18.94%,debt_consolidation,KY,3000,109.88,,48000.0,3009.47,6,9,22691.0
Fully Paid,7.56%,debt_consolidation,NC,7000,217.94,1 year,90000.0,2563.74,1,5,7253.0
Fully Paid,6.46%,credit_card,CA,10000,306.31,1 year,65000.0,9839.18,3,6,4811.0
Fully Paid,11.31%,credit_card,NV,5000,164.43,3 years,50000.0,4812.11,7,18,1032.0
Fully Paid,11.80%,debt_consolidation,AL,10000,331.19,7 years,175000.0,3.12,2,5,68254.0
Fully Paid,11.31%,debt_consolidation,NY,40000,1315.43,8 years,240000.0,40067.36,6,23,1420.0
Fully Paid,12.98%,credit_card,NY,25000,842.11,4 years,80000.0,24239.0,5,10,19361.0
In Grace Period,11.80%,small_business,NH,30000,664.31,9 years,80000.0,664.31,2,9,20013.0
Fully Paid,17.97%,credit_card,NJ,6200,224.06,10+ years,96000.0,6105.56,5,9,2648.0
Fully Paid,27.27%,home_improvement,PA,12000,368.37,,177500.0,12362.88,4,10,708.0
Fully Paid,10.72%,credit_card,NJ,40000,1304.26,2 years,170000.0,38603.89,9,11,35246.0
Fully Paid,16.14%,credit_card,AL,11000,387.49,10+ years,40000.0,11026.43,9,18,1461.0
Fully Paid,18.94%,debt_consolidation,NJ,8000,293.01,1 year,50000.0,37.26,4,11,10855.0
Fully Paid,14.47%,credit_card,FL,6500,223.65,7 years,50281.0,6350.75,4,16,11292.0
Fully Paid,25.34%,major_purchase,WA,22275,658.25,2 years,70000.0,22571.47,0,4,86282.0
Fully Paid,8.81%,credit_card,OH,16000,507.39,1 year,77000.0,15405.18,2,8,16802.0
In Grace Period,30.84%,debt_consolidation,NY,1000,42.92,,32000.0,42.92,0,7,4007.0
Fully Paid,15.02%,debt_consolidation,NH,18000,428.41,,55000.0,18270.36,4,10,689.0
In Grace Period,11.80%,debt_consolidation,NY,8000,264.96,4 years,25000.0,264.96,7,10,1812.0
Late (31-120 days),7.56%,credit_card,CO,40000,1245.36,< 1 year,135000.0,0.0,8,14,31812.0
Fully Paid,13.56%,debt_consolidation,FL,5500,186.81,2 years,35000.0,175.89,5,30,2891.0
Late (31-120 days),11.80%,credit_card,NJ,6000,198.72,< 1 year,45000.0,248.72,7,9,2513.0
Fully Paid,19.92%,debt_consolidation,UT,16275,604.18,,21600.0,258.98,5,5,2427.0
Fully Paid,8.81%,credit_card,FL,6000,190.27,5 years,30000.0,5106.34,2,4,4231.0
In Grace Period,10.33%,debt_consolidation,NY,27000,875.41,10+ years,87000.0,25054.4,5,14,2637.0
In Grace Period,11.80%,debt_consolidation,TN,32000,708.6,2 years,110000.0,708.6,9,26,4519.0
In Grace Period,19.92%,debt_consolidation,MI,13000,482.6,< 1 year,110000.0,482.6,7,17,12107.0
In Grace Period,15.02%,debt_consolidation,PA,20000,476.01,10+ years,62000.0,476.01,5,8,15838.0
Fully Paid,13.56%,other,VT,3000,101.9,10+ years,42000.0,3005.85,2,16,8910.0
Fully Paid,8.81%,debt_consolidation,AL,14000,443.96,10+ years,130000.0,13412.9,3,17,5720.0
Fully Paid,16.91%,debt_consolidation,NY,6725,239.47,7 years,43000.0,6565.54,4,16,1182.0
In Grace Period,16.91%,home_improvement,TX,18000,446.48,7 years,185000.0,8.17,6,9,6138.0
Late (31-120 days),12.98%,credit_card,PA,19300,650.11,,72000.0,650.11,7,12,4619.0
Late (31-120 days),16.91%,debt_consolidation,CA,30000,1068.24,10+ years,130000.0,80.0,7,14,4138.0
Late (16-30 days),20.89%,debt_consolidation,NM,20000,539.84,9 years,92000.0,539.84,6,23,2636.0
Fully Paid,7.56%,major_purchase,NY,2500,77.84,10+ years,184000.0,2504.73,5,12,40444.0
Fully Paid,24.37%,credit_card,NC,10000,394.28,10+ years,35000.0,10074.46,21,27,5013.0
Fully Paid,8.19%,other,TN,5000,157.13,10+ years,44500.0,5060.92,1,6,13673.0
Fully Paid,15.02%,home_improvement,CA,20925,498.03,10+ years,78000.0,21394.08,3,21,21486.0
Fully Paid,10.72%,medical,TX,1500,48.91,< 1 year,48000.0,3.57,2,6,37144.0
Fully Paid,10.72%,credit_card,CA,2150,70.11,5 years,25000.0,869.3,4,8,197.0
Fully Paid,22.35%,credit_card,NV,25000,959.3,10+ years,40000.0,25127.47,5,8,18157.0
Fully Paid,10.72%,vacation,DC,2500,81.52,10+ years,82000.0,2533.5,4,7,3910.0
Fully Paid,17.97%,debt_consolidation,NY,16000,406.04,10+ years,54000.0,16111.81,6,9,1842.0
Fully Paid,11.31%,debt_consolidation,TX,10000,328.86,10+ years,45000.0,9914.3,5,25,786.0
In Grace Period,16.14%,debt_consolidation,NH,12000,422.72,10+ years,60000.0,422.72,2,4,84289.0
In Grace Period,16.14%,debt_consolidation,VA,13000,457.95,10+ years,119000.0,457.95,6,12,31079.0
Late (31-120 days),26.31%,home_improvement,MA,25000,753.11,1 year,100000.0,753.11,2,5,10768.0
Fully Paid,18.94%,house,GA,15000,388.62,1 year,63000.0,14941.08,2,6,26291.0
In Grace Period,12.98%,debt_consolidation,CA,16000,363.89,< 1 year,60000.0,363.89,1,6,35693.0
