,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
2619,30000,30000,16.91,1068.24,5,2.0,130000.0,Fully Paid,debt_consolidation,CA,30046.5,7058.0,5
2620,9000,9000,12.98,303.16,6,10.0,108000.0,Fully Paid,debt_consolidation,CA,9023.3,19254.0,5
2621,10000,10000,25.34,295.51,3,10.0,116000.0,Fully Paid,major_purchase,CO,10385.89,31998.0,3
2622,21000,21000,15.02,728.18,5,10.0,300000.0,Fully Paid,debt_consolidation,KS,1980.58,20687.0,11
2623,10000,10000,16.91,356.08,5,7.0,69000.0,Charged Off,debt_consolidation,TX,356.08,20739.0,9
2624,3000,3000,19.92,111.37,4,1.0,35000.0,Charged Off,debt_consolidation,FL,111.37,0.0,0
2625,15000,15000,10.72,489.1,6,2.0,69672.0,Fully Paid,house,CA,15014.74,6372.0,1
2626,6000,6000,19.92,222.74,4,3.0,70127.0,Fully Paid,other,OR,2946.37,15349.0,2
2627,5000,5000,12.98,168.43,6,7.0,40000.0,Fully Paid,debt_consolidation,KY,4861.93,18311.0,3
2628,3000,3000,13.56,101.9,5,4.0,97000.0,Fully Paid,home_improvement,NC,12.15,17619.0,6
2629,15000,15000,11.31,328.47,6,6.0,59000.0,Fully Paid,credit_card,MD,14834.43,22970.0,3
2630,1000,1000,13.56,33.97,5,10.0,150000.0,Fully Paid,major_purchase,NV,9.57,4422.0,8
2631,35000,35000,10.33,749.35,6,10.0,115000.0,Fully Paid,debt_consolidation,NY,35440.09,5604.0,7
2632,5000,5000,14.47,172.04,5,8.0,15000.0,Fully Paid,credit_card,MN,5006.75,773.0,6
2633,40000,40000,16.14,975.71,5,1.0,75000.0,Fully Paid,debt_consolidation,MS,40060.26,2923.0,7
2634,22000,22000,16.14,774.98,5,6.0,76000.0,Fully Paid,debt_consolidation,MI,6446.03,12031.0,4
2635,25000,25000,11.8,553.59,6,10.0,90000.0,Fully Paid,debt_consolidation,NE,25094.88,11839.0,9
2636,16000,16000,8.81,507.39,7,1.0,165000.0,Charged Off,debt_consolidation,CA,507.39,2674.0,7
2637,15000,15000,20.89,564.28,4,10.0,110000.0,Charged Off,credit_card,NJ,564.28,17301.0,10
2638,20000,20000,10.72,652.13,6,1.0,100000.0,Fully Paid,debt_consolidation,MO,19865.47,524.0,3
2639,6000,6000,22.35,230.24,4,,48000.0,Fully Paid,debt_consolidation,NH,6141.26,4000.0,6
2640,5925,5925,23.4,230.6,3,4.0,28800.0,Charged Off,debt_consolidation,CA,230.6,2156.0,4
2641,16000,16000,11.8,529.91,6,8.0,38000.0,Fully Paid,debt_consolidation,MT,15248.55,29461.0,1
2642,20000,20000,8.19,407.35,7,1.0,140000.0,Fully Paid,credit_card,NJ,20194.85,26073.0,7
2643,1000,1000,27.27,40.98,3,,15000.0,Charged Off,other,CA,40.98,381.0,4
2644,40000,40000,7.56,1245.36,7,5.0,110000.0,Fully Paid,debt_consolidation,CA,38331.94,12651.0,1
2645,10000,10000,14.47,344.07,5,10.0,83965.0,Fully Paid,debt_consolidation,NY,9730.01,9962.0,17
2646,24000,24000,17.97,609.06,4,6.0,96000.0,Fully Paid,debt_consolidation,CO,24040.25,3275.0,9
2647,24000,24000,14.47,564.31,5,10.0,130000.0,Fully Paid,credit_card,IL,26.94,33415.0,9
2648,20000,20000,8.19,407.35,7,10.0,83000.0,Fully Paid,credit_card,NY,20028.44,13240.0,3
2649,19500,19500,10.33,632.24,6,3.0,164435.0,Charged Off,home_improvement,MI,0.0,5655.0,8
2650,5000,5000,11.31,164.43,6,10.0,92000.0,Fully Paid,debt_consolidation,TX,25.13,43656.0,3
2651,18000,18000,14.47,423.23,5,10.0,56000.0,Fully Paid,debt_consolidation,MA,18024.31,1693.0,8
2652,35000,35000,16.91,1246.28,5,1.0,165000.0,Charged Off,debt_consolidation,FL,0.0,24275.0,7
2653,19500,19500,24.37,768.84,3,10.0,87000.0,Fully Paid,credit_card,IL,253.81,1627.0,23
2654,8000,8000,13.56,271.72,5,8.0,36000.0,Fully Paid,debt_consolidation,MO,8166.97,2010.0,3
2655,7000,7000,8.81,221.98,7,4.0,60000.0,Fully Paid,credit_card,TX,6725.49,5712.0,10
2656,4000,4000,7.02,123.55,7,5.0,100000.0,Fully Paid,vacation,FL,1765.02,4397.0,2
2657,37875,37875,16.14,923.87,5,10.0,65000.0,Charged Off,debt_consolidation,NY,923.87,3628.0,4
2658,1500,1500,6.46,45.95,7,1.0,99000.0,Fully Paid,moving,CA,1500.82,3495.0,4
2659,20000,20000,6.46,612.62,7,10.0,92000.0,Fully Paid,debt_consolidation,KS,20177.63,23042.0,2
2660,25000,25000,17.97,903.44,4,2.0,350000.0,Fully Paid,credit_card,NC,25594.25,7871.0,5
2661,2000,2000,20.89,75.24,4,10.0,40000.0,Fully Paid,other,NY,1106.05,1597.0,2
2662,9350,9350,11.31,307.49,6,10.0,61195.0,Fully Paid,debt_consolidation,TX,8975.8,19601.0,1
2663,10000,10000,16.14,352.27,5,4.0,44000.0,Charged Off,debt_consolidation,FL,352.27,2074.0,7
2664,25000,25000,10.33,810.56,6,1.0,85000.0,Charged Off,credit_card,NY,810.56,1148.0,4
2665,16000,16000,11.31,350.36,6,3.0,31000.0,Fully Paid,debt_consolidation,UT,15862.1,52059.0,3
2666,16000,16000,8.81,507.39,7,6.0,107000.0,Fully Paid,home_improvement,SD,15782.52,43235.0,2
2667,15000,15000,27.27,614.56,3,4.0,85000.0,Fully Paid,debt_consolidation,GA,15633.19,34032.0,9
2668,10000,10000,16.91,248.05,5,3.0,36600.0,Fully Paid,debt_consolidation,FL,10015.78,10919.0,6
2669,28500,28500,7.56,887.32,7,10.0,56000.0,Fully Paid,debt_consolidation,AZ,28560.11,10616.0,8
2670,20000,20000,16.91,496.09,5,10.0,75000.0,Charged Off,debt_consolidation,OH,520.89,14251.0,12
2671,5000,5000,17.97,180.69,4,5.0,75000.0,Fully Paid,debt_consolidation,NJ,4980.53,3001.0,3
2672,3750,3750,6.46,114.87,7,4.0,95000.0,Fully Paid,credit_card,WA,3756.31,3212.0,3
2673,2000,2000,8.81,63.43,7,4.0,100000.0,Fully Paid,debt_consolidation,LA,1920.65,40635.0,3
2674,6500,6500,13.56,220.77,5,10.0,44000.0,Fully Paid,credit_card,NJ,6508.23,2131.0,13
2675,1200,1200,14.47,41.29,5,10.0,104000.0,Fully Paid,debt_consolidation,TX,1211.58,50383.0,1
2676,15000,15000,12.98,505.27,6,9.0,50000.0,Charged Off,medical,VT,0.0,2345.0,3
2677,16000,16000,17.97,406.04,4,8.0,60000.0,Fully Paid,home_improvement,CA,16339.68,16848.0,3
2678,18000,18000,7.56,560.41,7,10.0,175000.0,Charged Off,small_business,MI,0.0,76106.0,4
2679,7500,7500,13.56,254.74,5,10.0,60000.0,Charged Off,credit_card,MA,254.74,21467.0,5
2680,11000,11000,7.56,342.48,7,10.0,70216.0,Fully Paid,house,PA,11021.37,5173.0,4
2681,35000,35000,11.8,775.03,6,8.0,125000.0,Charged Off,major_purchase,TX,24312.0,10308.0,4
2682,15000,15000,18.94,549.39,4,10.0,30000.0,Charged Off,credit_card,CA,549.39,2451.0,11
2683,8000,8000,10.33,259.38,6,1.0,53000.0,Fully Paid,credit_card,CA,7711.07,19879.0,5
2684,40000,40000,13.56,921.64,5,5.0,200000.0,Charged Off,debt_consolidation,MA,0.0,36390.0,6
2685,20000,20000,22.35,556.37,4,6.0,150000.0,Fully Paid,other,MD,20041.72,13017.0,5
2686,14500,14500,17.97,524.0,4,10.0,45700.0,Fully Paid,credit_card,MD,14858.83,7130.0,11
2687,10000,10000,6.46,306.31,7,1.0,45000.0,Fully Paid,debt_consolidation,CO,10093.45,13447.0,8
2688,5925,5925,18.94,217.01,4,1.0,45000.0,Fully Paid,debt_consolidation,FL,5935.47,31024.0,3
2689,15000,15000,8.19,471.37,7,5.0,125000.0,Fully Paid,debt_consolidation,TX,10054.88,12100.0,9
2690,7000,7000,6.46,214.42,7,3.0,120000.0,Fully Paid,other,MO,1546.98,14060.0,4
2691,30000,30000,11.8,664.31,6,10.0,120000.0,Fully Paid,debt_consolidation,PA,30133.04,8714.0,4
2692,5000,5000,13.56,169.83,5,,32505.0,Fully Paid,medical,TX,5082.27,4943.0,5
2693,7000,7000,13.56,237.76,5,10.0,84000.0,Fully Paid,major_purchase,TX,7151.25,6854.0,5
2694,14000,14000,12.98,471.59,6,5.0,110000.0,Fully Paid,credit_card,FL,14279.67,4501.0,8
2695,6000,6000,8.19,188.55,7,5.0,83000.0,Charged Off,debt_consolidation,MA,188.55,13386.0,4
2696,8000,8000,12.98,269.48,6,10.0,83945.0,Fully Paid,debt_consolidation,MI,7959.4,28009.0,7
2697,14400,14400,20.89,541.71,4,2.0,46359.0,Fully Paid,other,AZ,14583.83,6600.0,1
2698,32000,32000,6.46,980.19,7,10.0,210000.0,Fully Paid,debt_consolidation,CA,158.09,38909.0,4
2699,10000,10000,22.35,278.19,4,,42000.0,Fully Paid,debt_consolidation,OR,10257.11,16801.0,9
2700,25000,25000,27.27,1024.26,3,10.0,90000.0,Charged Off,debt_consolidation,CA,0.0,7086.0,6
2701,12000,12000,6.46,367.57,7,1.0,45000.0,Fully Paid,small_business,TX,12036.61,4255.0,3
2702,12000,12000,16.14,422.72,5,1.0,262000.0,Fully Paid,debt_consolidation,LA,73.36,15186.0,9
2703,10600,10600,7.02,327.4,7,,90849.0,Fully Paid,home_improvement,CA,10631.01,11069.0,1
2704,5000,5000,8.81,158.56,7,,51554.0,Fully Paid,home_improvement,MD,5004.11,31868.0,5
2705,3025,3025,7.56,94.18,7,7.0,60000.0,Fully Paid,debt_consolidation,GA,3057.07,3929.0,4
2706,35000,35000,19.92,925.73,4,7.0,60000.0,Charged Off,debt_consolidation,CA,925.73,6315.0,2
2707,15850,15850,10.33,339.35,6,10.0,95893.0,Fully Paid,debt_consolidation,NC,16008.89,53573.0,5
2708,9600,9600,11.8,317.95,6,1.0,95000.0,Fully Paid,debt_consolidation,TX,5186.1,19154.0,4
2709,20000,20000,14.47,688.13,5,4.0,193500.0,Fully Paid,credit_card,VA,19340.49,6331.0,4
2710,10000,10000,6.46,306.31,7,1.0,39000.0,Fully Paid,moving,TX,607.45,3377.0,0
2711,5400,5400,8.19,169.7,7,1.0,55000.0,Fully Paid,credit_card,MD,20.47,17456.0,4
2712,2900,2900,10.33,94.03,6,5.0,51000.0,Fully Paid,debt_consolidation,PA,2902.75,1131.0,1
2713,20000,20000,16.91,496.09,5,,75000.0,Fully Paid,debt_consolidation,AZ,20031.57,2295.0,4
2714,2000,2000,11.31,65.78,6,,30000.0,Fully Paid,home_improvement,FL,2031.74,799.0,4
2715,15000,15000,12.98,505.27,6,1.0,45000.0,Charged Off,debt_consolidation,GA,505.27,1403.0,7
2716,20000,20000,10.33,648.45,6,1.0,155000.0,Charged Off,other,CA,648.45,3830.0,1
2717,4000,4000,11.31,131.55,6,8.0,68000.0,Fully Paid,medical,IN,4004.22,14789.0,2
2718,11600,11600,15.02,402.24,5,3.0,47240.0,Charged Off,debt_consolidation,TX,402.24,2347.0,4
2719,3000,3000,10.33,97.27,6,3.0,51000.0,Charged Off,debt_consolidation,NY,97.27,8527.0,2
2720,14400,14400,16.14,351.26,5,1.0,96000.0,Charged Off,debt_consolidation,CA,351.26,283.0,2
2721,7200,7200,17.97,260.19,4,,46000.0,Charged Off,credit_card,CA,260.19,2075.0,13
2722,24000,24000,10.33,778.14,6,10.0,105000.0,Fully Paid,debt_consolidation,VA,24165.28,5977.0,4
2723,35000,35000,16.14,853.74,5,3.0,180000.0,Fully Paid,debt_consolidation,CA,34719.59,25901.0,9
2724,30000,30000,19.92,793.49,4,10.0,129000.0,Fully Paid,debt_consolidation,NY,30444.15,40615.0,8
2725,6000,6000,11.8,198.72,6,4.0,28000.0,Fully Paid,credit_card,OR,5815.64,2109.0,4
2726,10000,10000,10.33,324.23,6,5.0,65000.0,Fully Paid,credit_card,IL,10009.64,10474.0,1
2727,5000,5000,18.94,183.13,4,10.0,32000.0,Fully Paid,debt_consolidation,TN,5025.98,2233.0,8
2728,12000,12000,19.92,445.48,4,7.0,60000.0,Fully Paid,debt_consolidation,UT,149.59,33927.0,3
2729,13000,13000,12.98,437.9,6,4.0,85000.0,Fully Paid,major_purchase,OH,12610.53,21000.0,4
2730,4800,4800,18.94,175.81,4,4.0,30000.0,Fully Paid,other,CO,4912.85,5602.0,2
2731,20000,20000,7.02,617.73,7,10.0,59000.0,Fully Paid,debt_consolidation,AR,20117.64,25270.0,4
2732,5500,5500,11.8,182.16,6,1.0,44000.0,Fully Paid,credit_card,OH,5474.58,25494.0,3
2733,9000,9000,14.47,309.66,5,9.0,70000.0,Charged Off,credit_card,NY,309.66,9077.0,5
2734,5000,5000,13.56,169.83,5,6.0,285000.0,Fully Paid,debt_consolidation,CA,5.51,14676.0,4
2735,25000,25000,15.02,866.88,5,10.0,99000.0,Fully Paid,other,VT,24991.19,16090.0,3
2736,12000,12000,10.72,391.28,6,10.0,185000.0,Fully Paid,other,FL,12159.53,22744.0,6
2737,14000,14000,6.46,428.84,7,8.0,85000.0,Fully Paid,credit_card,VA,13381.27,2665.0,4
2738,13000,13000,11.31,427.52,6,10.0,108000.0,Charged Off,credit_card,TX,427.52,10294.0,11
2739,20000,20000,19.92,528.99,4,3.0,50000.0,Fully Paid,debt_consolidation,PA,20037.18,5078.0,6
2740,10000,10000,13.56,339.65,5,1.0,60000.0,Fully Paid,debt_consolidation,NJ,9966.47,13424.0,3
2741,10000,10000,11.8,331.19,6,,28286.04,Charged Off,debt_consolidation,CA,331.19,5558.0,3
2742,10000,10000,17.97,361.38,4,1.0,135000.0,Fully Paid,debt_consolidation,SC,166.5,16556.0,5
2743,10000,10000,18.94,366.26,4,,23916.0,Charged Off,credit_card,FL,366.26,842.0,1
2744,13000,13000,11.8,287.87,6,1.0,56000.0,Fully Paid,debt_consolidation,CA,12868.66,2205.0,6
2745,20000,20000,8.19,628.49,7,6.0,60000.0,Fully Paid,credit_card,TX,19766.59,3330.0,5
2746,15000,15000,6.46,459.47,7,10.0,58704.0,Fully Paid,debt_consolidation,MA,14748.54,1526.0,4
2747,10000,10000,26.31,301.25,3,4.0,65000.0,Charged Off,credit_card,IL,301.25,4660.0,8
2748,6000,6000,15.02,208.06,5,10.0,70000.0,Fully Paid,home_improvement,IL,5.08,1872.0,3
2749,8000,8000,7.56,249.08,7,5.0,75000.0,Fully Paid,home_improvement,OH,8008.9,12499.0,2
2750,14400,14400,18.94,373.07,4,1.0,91000.0,Charged Off,debt_consolidation,CA,373.07,60.0,2
2751,17450,17450,8.81,553.37,7,2.0,68200.0,Fully Paid,debt_consolidation,TX,15251.6,10303.0,3
2752,6000,6000,14.47,206.44,5,3.0,155000.0,Fully Paid,debt_consolidation,MO,6012.93,14150.0,6
2753,20000,20000,13.56,460.82,5,1.0,102000.0,Fully Paid,debt_consolidation,NC,20040.38,26999.0,4
2754,16000,16000,12.98,538.95,6,3.0,51288.0,Fully Paid,debt_consolidation,CA,16030.92,2906.0,7
2755,3000,3000,17.97,108.42,4,,9492.0,Charged Off,moving,IL,108.42,792.0,0
2756,13000,13000,11.8,287.87,6,1.0,85000.0,Fully Paid,debt_consolidation,CA,12909.45,35472.0,4
2757,20000,20000,12.98,673.69,6,4.0,100000.0,Charged Off,home_improvement,NY,673.69,20707.0,4
2758,3000,3000,8.19,94.28,7,7.0,38500.0,Fully Paid,debt_consolidation,MI,3003.66,1633.0,7
2759,25000,25000,15.02,866.88,5,10.0,49000.0,Fully Paid,credit_card,IL,25208.61,2012.0,13
2760,4000,4000,10.33,129.69,6,10.0,129000.0,Fully Paid,other,MI,3954.75,17811.0,4
2761,27800,27800,8.19,873.59,7,10.0,100000.0,Fully Paid,debt_consolidation,TN,26760.21,11989.0,18
2762,20000,20000,27.27,613.94,3,2.0,42000.0,Charged Off,debt_consolidation,FL,613.94,1.0,1
2763,23000,23000,8.81,729.37,7,4.0,72000.0,Fully Paid,credit_card,OH,22652.41,10495.0,4
2764,24000,24000,12.98,545.83,6,10.0,95000.0,Fully Paid,car,IL,24046.38,4200.0,6
2765,30000,30000,13.56,1018.93,5,1.0,70000.0,Fully Paid,credit_card,OK,28283.54,11547.0,3
2766,7000,7000,8.19,219.97,7,10.0,83667.0,Fully Paid,debt_consolidation,CT,7043.0,64751.0,2
2767,8075,8075,8.19,253.75,7,1.0,125000.0,Fully Paid,home_improvement,CA,7949.33,39164.0,8
2768,7000,7000,8.81,221.98,7,8.0,80700.0,Fully Paid,credit_card,FL,6920.28,8567.0,2
2769,4400,4400,10.72,143.47,6,5.0,75000.0,Fully Paid,debt_consolidation,AL,4439.31,32563.0,1
2770,7250,7250,18.94,265.54,4,3.0,28000.0,Fully Paid,credit_card,OH,7420.45,1496.0,3
2771,5000,5000,12.98,168.43,6,10.0,88000.0,Fully Paid,vacation,MO,4957.42,26458.0,3
2772,25000,25000,13.56,576.02,5,1.0,55000.0,Fully Paid,credit_card,CA,25050.47,201.0,2
2773,10000,10000,16.91,356.08,5,10.0,72000.0,Fully Paid,home_improvement,WA,9940.7,6016.0,3
2774,4000,4000,13.56,135.86,5,1.0,65000.0,Fully Paid,debt_consolidation,GA,963.76,5082.0,2
2775,6400,6400,8.19,201.12,7,,37818.0,Charged Off,debt_consolidation,FL,410.77,9434.0,8
2776,13000,13000,12.98,437.9,6,10.0,101000.0,Fully Paid,credit_card,IL,12242.42,11783.0,9
2777,4400,4400,11.31,144.7,6,2.0,35000.0,Fully Paid,debt_consolidation,FL,4255.2,3383.0,2
2778,1200,1200,20.89,45.15,4,3.0,38500.0,Fully Paid,home_improvement,ME,1222.94,9975.0,4
2779,40000,40000,6.46,1225.24,7,,0.0,Fully Paid,home_improvement,CO,38212.34,33155.0,2
2780,13000,13000,12.98,295.66,6,1.0,86000.0,Fully Paid,home_improvement,FL,12920.35,2756.0,1
2781,13600,13600,17.97,345.13,4,7.0,65424.0,Fully Paid,credit_card,MA,13681.46,2330.0,4
2782,7200,7200,8.81,228.33,7,1.0,40000.0,Fully Paid,debt_consolidation,OK,7209.34,2591.0,4
2783,40000,40000,13.56,921.64,5,10.0,158000.0,Fully Paid,debt_consolidation,TX,39511.27,108.0,4
2784,2650,2650,7.56,82.51,7,10.0,90000.0,Fully Paid,other,IL,1227.13,11104.0,5
2785,4000,4000,11.31,131.55,6,,30000.0,Fully Paid,debt_consolidation,MN,415.29,270.0,6
2786,12000,12000,17.97,433.65,4,7.0,48000.0,Fully Paid,debt_consolidation,FL,12032.11,5907.0,0
2787,35950,35950,12.98,1210.96,6,1.0,115000.0,Fully Paid,other,TX,35878.84,12348.0,9
2788,40000,40000,11.8,1324.76,6,1.0,120000.0,Charged Off,other,VA,0.0,12732.0,3
2789,15000,15000,16.14,528.4,5,1.0,186400.0,Charged Off,credit_card,AZ,528.4,40255.0,7
2790,20000,20000,13.56,679.29,5,5.0,88000.0,Charged Off,debt_consolidation,TX,679.29,9210.0,7
2791,8400,8400,23.4,326.92,3,1.0,50000.0,Fully Paid,debt_consolidation,TX,8681.59,20843.0,7
2792,35850,35850,23.4,1395.23,3,9.0,150000.0,Charged Off,home_improvement,MD,1395.23,5335.0,6
2793,40000,40000,25.34,1182.04,3,10.0,54000.0,Fully Paid,house,FL,40153.1,18599.0,4
2794,16000,16000,8.81,507.39,7,3.0,98000.0,Charged Off,debt_consolidation,CA,507.39,2333.0,3
2795,30000,30000,16.91,1068.24,5,2.0,210000.0,Fully Paid,debt_consolidation,PA,30422.75,5062.0,10
2796,8000,8000,16.14,281.81,5,1.0,65000.0,Fully Paid,debt_consolidation,VA,7941.41,3266.0,3
2797,9000,9000,13.56,305.68,5,9.0,57000.0,Fully Paid,debt_consolidation,VT,72.61,24812.0,3
2798,5600,5600,23.4,217.95,3,3.0,72000.0,Fully Paid,debt_consolidation,TX,5741.96,3361.0,5
2799,16000,16000,16.14,390.29,5,6.0,60000.0,Fully Paid,debt_consolidation,OH,16193.68,8589.0,14
2800,16500,16500,19.92,612.53,4,3.0,55000.0,Charged Off,debt_consolidation,TN,612.53,2462.0,3
2801,24000,24000,17.97,867.3,4,3.0,128000.0,Fully Paid,debt_consolidation,CA,24371.13,4108.0,2
2802,40000,40000,10.72,864.13,6,10.0,112235.0,Fully Paid,debt_consolidation,CA,39375.93,6971.0,2
2803,30000,30000,17.97,761.32,4,,67200.0,Fully Paid,debt_consolidation,MI,30568.71,4780.0,8
2804,12000,12000,12.98,404.22,6,1.0,50177.0,Charged Off,debt_consolidation,VA,424.43,3379.0,6
2805,20000,20000,25.34,591.02,3,,30000.0,Charged Off,debt_consolidation,MA,591.02,8267.0,2
2806,12000,12000,16.91,297.66,5,10.0,35000.0,Charged Off,debt_consolidation,MO,297.66,14254.0,4
2807,2600,2600,17.97,93.96,4,10.0,102000.0,Fully Paid,debt_consolidation,UT,2656.01,9954.0,6
2808,6000,6000,14.47,206.44,5,10.0,35000.0,Fully Paid,debt_consolidation,VA,5817.28,2187.0,9
2809,3000,3000,10.72,97.82,6,,23300.0,Fully Paid,credit_card,TX,3027.69,126.0,6
2810,24000,24000,16.91,595.31,5,2.0,75000.0,Fully Paid,debt_consolidation,NY,24060.43,9138.0,6
2811,10000,10000,14.47,344.07,5,10.0,85000.0,Fully Paid,debt_consolidation,CA,9971.17,8186.0,5
2812,8000,8000,19.92,296.99,4,4.0,100000.0,Fully Paid,credit_card,FL,8023.73,10582.0,5
2813,12000,12000,16.14,422.72,5,5.0,61000.0,Fully Paid,debt_consolidation,WI,11708.55,7770.0,1
2814,2250,2250,12.98,75.79,6,6.0,65000.0,Fully Paid,credit_card,KY,2170.51,34412.0,1
2815,13000,13000,18.94,476.14,4,10.0,72500.0,Fully Paid,major_purchase,SC,13136.79,14652.0,6
2816,2500,2500,17.97,90.35,4,1.0,75000.0,Fully Paid,debt_consolidation,WA,2511.21,2018.0,8
2817,25000,25000,17.97,634.43,4,3.0,46000.0,Charged Off,debt_consolidation,NY,634.43,2733.0,3
2818,4000,4000,11.31,131.55,6,10.0,70000.0,Fully Paid,vacation,CA,4065.93,3723.0,0
2819,5400,5400,10.72,176.08,6,10.0,34484.0,Fully Paid,debt_consolidation,NY,1045.38,36509.0,2
2820,20000,20000,18.94,518.16,4,10.0,65000.0,Charged Off,debt_consolidation,CA,544.07,39487.0,9
2821,8600,8600,20.89,323.53,4,8.0,115000.0,Fully Paid,home_improvement,MI,25.44,111357.0,6
2822,7500,7500,10.33,243.17,6,10.0,70000.0,Charged Off,debt_consolidation,NV,0.0,20260.0,5
2823,5000,5000,12.98,168.43,6,,35000.0,Fully Paid,credit_card,TX,4872.34,1768.0,4
2824,10000,10000,27.27,409.71,3,6.0,116000.0,Charged Off,other,OR,409.71,38255.0,3
2825,35000,35000,16.91,1246.28,5,1.0,120000.0,Charged Off,other,VA,1246.28,50081.0,7
2826,20000,20000,7.56,622.68,7,8.0,60000.0,Fully Paid,debt_consolidation,WA,19713.99,31053.0,2
2827,2400,2400,7.56,74.73,7,1.0,27000.0,Fully Paid,debt_consolidation,UT,2422.65,17729.0,2
2828,5000,5000,12.98,168.43,6,4.0,48700.0,Fully Paid,debt_consolidation,MI,5032.45,4950.0,2
2829,4900,4900,10.72,159.78,6,10.0,80000.0,Fully Paid,car,AZ,4737.09,46495.0,3
2830,15500,15500,12.98,522.11,6,10.0,55000.0,Charged Off,debt_consolidation,NJ,522.11,4919.0,9
2831,10000,10000,16.14,352.27,5,2.0,75000.0,Fully Paid,home_improvement,MN,9786.42,7411.0,2
2832,6225,6225,12.98,209.69,6,4.0,110000.0,Charged Off,debt_consolidation,CA,209.69,1487.0,2
2833,40000,40000,11.8,885.75,6,3.0,67431.0,Charged Off,debt_consolidation,NY,0.0,986.0,4
2834,18000,18000,13.56,611.36,5,10.0,65000.0,Fully Paid,debt_consolidation,CA,18229.91,7268.0,4
2835,15925,15925,10.33,516.33,6,1.0,34670.0,Fully Paid,debt_consolidation,CA,15374.35,8130.0,13
2836,18500,18500,17.97,668.55,4,2.0,73000.0,Fully Paid,debt_consolidation,OH,18547.84,1184.0,8
2837,1600,1600,18.94,58.61,4,10.0,95000.0,Fully Paid,debt_consolidation,CA,1606.73,20862.0,10
2838,4000,4000,16.14,140.91,5,1.0,61000.0,Fully Paid,debt_consolidation,WA,4073.1,14264.0,6
2839,35000,35000,11.31,1151.01,6,1.0,100000.0,Charged Off,credit_card,CA,0.0,4097.0,8
2840,30000,30000,27.27,920.91,3,3.0,55000.0,Fully Paid,debt_consolidation,FL,30674.72,1330.0,8
2841,25000,25000,18.94,915.65,4,7.0,100000.0,Charged Off,debt_consolidation,CA,915.65,54444.0,4
2842,10000,10000,11.8,331.19,6,1.0,60000.0,Fully Paid,credit_card,FL,9631.82,4311.0,14
2843,16000,16000,11.31,526.18,6,,86000.0,Fully Paid,debt_consolidation,AZ,15858.1,1820.0,5
2844,2400,2400,15.02,83.23,5,3.0,38000.0,Fully Paid,medical,NY,2405.43,1077.0,4
2845,20000,20000,22.35,556.37,4,10.0,104000.0,Charged Off,home_improvement,CA,556.37,12653.0,22
2846,34000,34000,15.02,809.22,5,3.0,290000.0,Charged Off,debt_consolidation,TX,809.22,79024.0,7
2847,15000,15000,15.02,357.01,5,10.0,96000.0,Fully Paid,debt_consolidation,FL,15169.48,44557.0,4
2848,5000,5000,16.14,176.14,5,10.0,42000.0,Charged Off,home_improvement,NM,176.14,1784.0,1
2849,10000,10000,12.98,336.85,6,3.0,28000.0,Fully Paid,debt_consolidation,FL,10050.84,2232.0,3
2850,30000,30000,19.92,793.49,4,7.0,125000.0,Fully Paid,credit_card,RI,29710.58,20950.0,7
2851,3000,3000,11.8,99.36,6,9.0,26000.0,Fully Paid,debt_consolidation,PA,3021.63,990.0,1
2852,10000,10000,13.56,339.65,5,,36000.0,Fully Paid,medical,AL,10056.5,3904.0,1
2853,10000,10000,15.02,238.01,5,10.0,65000.0,Charged Off,car,MI,238.01,15213.0,3
2854,15000,15000,18.94,388.62,4,10.0,42500.0,Charged Off,debt_consolidation,MI,388.62,13467.0,8
2855,12000,12000,8.19,377.09,7,,135000.0,Fully Paid,debt_consolidation,TX,11556.22,56520.0,1
2856,40000,40000,11.8,1324.76,6,10.0,130000.0,Fully Paid,credit_card,LA,39765.19,6641.0,9
2857,27500,27500,10.33,891.62,6,,85000.0,Charged Off,debt_consolidation,AZ,891.62,9215.0,5
2858,1000,1000,10.33,32.43,6,,17442.0,Fully Paid,debt_consolidation,KY,1013.09,475.0,2
2859,3600,3600,12.98,121.27,6,2.0,110000.0,Fully Paid,debt_consolidation,MN,3642.74,174501.0,2
2860,5700,5700,8.81,180.76,7,3.0,33000.0,Fully Paid,debt_consolidation,KS,5707.06,3191.0,1
2861,20000,20000,16.14,487.86,5,6.0,60000.0,Fully Paid,debt_consolidation,FL,20464.99,3524.0,13
2862,12000,12000,12.98,404.22,6,1.0,54000.0,Fully Paid,home_improvement,CA,12227.04,1421.0,2
2863,36000,36000,10.72,1173.83,6,4.0,68845.0,Charged Off,debt_consolidation,TX,0.0,2461.0,3
2864,9000,9000,16.14,317.04,5,1.0,60000.0,Charged Off,debt_consolidation,CA,317.04,1420.0,9
2865,25000,25000,25.34,738.78,3,10.0,46000.0,Charged Off,debt_consolidation,TX,738.78,7882.0,7
2866,20000,20000,22.35,556.37,4,6.0,65000.0,Fully Paid,home_improvement,TX,20187.51,8408.0,13
2867,5000,5000,19.92,185.62,4,,85000.0,Charged Off,debt_consolidation,NY,371.24,3854.0,5
2868,18000,18000,20.89,485.85,4,10.0,80000.0,Fully Paid,home_improvement,VA,44.51,22864.0,5
